Taxon_Name	Level	1MB_8	1MB_Cec	1MB_Col	1MN_8	1MR_Cec	1MR_Col	1MR_Stom	2MB_8	2MN_8	2MN_Cec	2MN_Col	2MR_8	2MR_Cec	2MR_Col	3MB_8	3MB_Cec	3MB_Col	3MB_Duo	3MN_8	3MN_Cec_soup	3MR_8	3MR_Cec	3MR_Col	41MN_6	41MN_Cec	41MN_Col	41MN_Stom	42MB_Cec	42MB_Col	42MB_Duo	42MB_Stom	43MB_Stom	45FB_6wk	4MB_8	4MB_Cec	4MB_Col	4MB_Col_cont	4MB_Duo	4MN_8	4MN_8w	4MN_Cec	4MN_Col	4MN_Stom	4MR_8	5FB_8	5FB_Cec	5FB_Col	5FN_8	5FR_8	5FR_Cec	5FR_Col	5FR_Stom	6FR_8	6FR_Cec	6FR_Col	6FR_Stom	71MB_0	71MB_12	71MB_16	71MB_1_	71MB_2	71MB_20	71MB_4	71MB_8	71MB_Cec	71MB_Col	71MB_Stom	71MN_0	71MN_12	71MN_16	71MN_1_	71MN_2	71MN_20	71MN_4	71MN_8	71MN_Cec	71MN_Col	71MN_Duo	71MN_Stom	71MR_0	71MR_12	71MR_16	71MR_1_	71MR_2	71MR_4	71MR_8	71MR_Cec	72MB_0	72MB_12	72MB_16	72MB_1_	72MB_20	72MB_4	72MB_8	72MB_Cec	72MB_Col	72MB_Duo	72MB_Stom	72MG_0	72MG_1	72MG_12	72MG_16	72MG_2	72MG_20	72MG_4	72MG_8	72MG_Cec	72MN_0	72MN_12	72MN_16	72MN_1_	72MN_2	72MN_20	72MN_4	72MN_8	72MR_0	72MR_1	72MR_12	72MR_16	72MR_2	72MR_20	72MR_4	72MR_8	72MR_Col	72MR_Duo	72MR_Stom	75MR_8	76MB_8	76MN_8	76MR_8	76MR_8w	77FB_8	77FB_8w	77FN_8	77FN_8w	77FR_8	78FN_8	78FR_8	7FN_8	7FN_Cec	7FN_Col	7FN_Duo	7FN_Stom	7FR_8	7FR_8w	7FR_Col	7FR_Duo	7FR_Stom	8FB_8	8FB_Cec	8FB_Stom	8FR_8	8FR_Cec	8FR_Cec_soup	_71MR_20
Lachnospiraceae	family	5344	20512	33971	22477	16178	22844	950	520	4928	21001	7031	2303	2728	19016	1562	22449	4506	243	16668	13060	295	27805	2498	10192	48040	24086	221	16877	7727	160	274	4457	799	9054	26755	8907	30136	1212	682	720	34217	24088	67	1073	829	18407	911	2793	2757	11327	3924	301	753	23630	14628	3479	3865	6737	951	2390	1356	65	636	697	20427	7201	14284	628	4426	3639	6614	597	1674	447	1261	54803	17825	16354	94	1184	1802	1545	200	261	394	7310	6763	1125	864	2922	1534	669	2686	2062	14910	8039	3721	1982	3044	888	1137	2342	983	1620	640	994	15890	1727	5394	8011	1758	863	8972	427	402	2127	835	1065	1031	220	4937	3917	518	7452	6298	447	21093	227	1642	1179	1213	305	89	1407	139	47	408	238	1874	18129	19550	1724	1784	1394	1287	16780	155	15	11022	3160	20578	302	11502	42538	5504
Acetitomaculum	genus	0	6	21	2	123	51	0	2	6	51	41	15	29	44	1	139	39	0	2	40	0	72	0	0	12	7	0	98	32	0	16	2	2	16	187	65	178	18	0	2	39	57	0	9	0	28	2	2	2	3	0	0	6	61	23	19	22	7	0	2	3	0	0	0	53	5	12	5	0	0	10	0	0	0	0	93	46	46	0	6	3	2	2	0	0	7	0	9	0	8	12	7	34	20	84	48	20	12	22	2	10	13	5	2	0	6	32	21	36	19	8	5	29	0	2	8	5	9	13	0	69	44	5	33	7	4	0	0	3	8	7	0	0	0	0	0	2	2	4	10	26	3	107	30	6	58	0	0	2	15	16	4	127	172	3
Anaerostipes	genus	0	72	39	3	401	1896	27	0	10	447	186	8	4	33	10	1756	196	0	142	95	0	66	0	2	298	166	0	340	79	0	0	144	9	10	96	17	116	2	2	9	28	11	2	20	0	216	2	0	0	0	0	0	21	181	239	46	30	0	0	172	206	0	29	0	5	2	95	93	3	28	20	1	0	0	2	29	18	165	0	12	0	0	0	25	7	13	124	26	6	88	17	11	30	8	176	62	22	15	19	20	5	535	48	25	14	40	0	21	82	74	45	31	28	31	6	192	41	37	51	12	332	121	8	138	0	58	2	0	0	6	6	1	0	0	0	0	1	3	46	18	23	0	4	4	2	25	0	0	52	0	4	0	46	4	0
Blautia	genus	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0
Butyrivibrio	genus	4	457	794	14	177	195	8	154	317	1753	711	623	462	4583	2	90	24	0	3	193	55	1636	206	280	89	21	6	905	228	2	2	3	0	627	698	297	738	3	35	34	237	77	2	220	20	180	5	25	0	4	0	0	11	1495	866	93	272	15	0	6	15	2	0	2	22	21	8	108	2	2	41	0	2	2	0	39	5	5962	0	124	0	0	0	2	3	19	7	23	48	16	110	107	101	183	3194	2543	686	377	350	42	372	68	57	76	29	244	26	169	1011	4867	403	176	371	35	33	237	51	226	70	15	1293	561	79	4141	8	103	4	34	71	21	27	6	0	0	0	2	6	4	10	20	50	9	14	275	26	47	2	2	87	0	18	3	1370	204	6
Catonella	genus	0	72	93	0	13	27	0	0	14	142	10	0	8	56	0	24	6	0	4	2	0	104	15	5	24	9	0	114	44	2	4	0	0	1	131	12	125	0	0	0	62	10	1	0	0	4	1	1	0	2	0	0	0	20	5	2	9	2	0	2	0	0	4	0	42	39	10	2	2	0	4	0	2	0	0	31	8	14	0	0	2	1	0	0	0	6	4	0	2	2	5	0	0	0	50	11	17	9	0	0	0	2	0	2	2	1	26	0	3	1	5	1	4	0	0	6	8	2	0	0	5	9	0	22	7	1	0	0	4	4	1	0	0	0	0	0	2	0	0	6	13	0	4	3	2	8	0	0	0	0	1	0	4	4	0
Cellulosilyticum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium XlVa	genus	156	3160	5054	1736	964	1179	40	42	189	1621	817	147	104	799	101	1466	282	63	1479	316	60	1346	659	3785	3172	4995	20	350	198	10	15	623	67	2481	1574	363	1854	236	11	24	1145	1065	0	56	53	279	32	235	431	1872	537	43	51	639	756	108	217	683	185	172	207	5	282	182	1693	1234	762	65	541	2680	129	36	334	22	261	6750	3656	1467	14	27	201	58	22	50	41	1397	690	53	29	97	79	21	277	49	972	837	198	88	112	33	52	60	40	126	34	58	1618	67	194	690	73	73	486	16	13	141	87	79	115	27	314	313	44	819	359	38	960	12	152	90	98	24	11	170	17	5	65	46	98	823	1070	285	200	34	80	1272	14	2	443	239	1013	23	218	1571	147
Clostridium XlVb	genus	2	11	34	2	17	5	0	0	4	28	12	0	2	10	2	75	8	0	9	98	0	29	10	58	193	30	9	83	48	0	4	20	0	2	51	1	88	6	0	1	6	6	0	4	2	52	5	2	0	10	3	2	0	18	2	14	5	0	0	13	0	0	5	0	23	57	166	0	21	0	0	6	0	0	4	21	17	165	0	0	2	0	0	0	0	1	27	1	0	4	2	0	2	0	139	20	26	19	2	1	0	0	2	0	2	4	10	1	2	2	0	2	5	0	1	2	4	2	6	2	7	8	0	9	43	9	0	2	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	2	23	11	0	4	16	2
Coprococcus	genus	7	80	130	22	265	217	10	2	50	294	89	22	27	137	27	273	51	1	79	89	0	179	2	132	282	61	4	61	14	0	4	12	0	162	144	70	241	2	0	0	144	88	0	6	10	287	17	16	11	292	55	6	18	126	75	16	26	16	1	9	6	1	7	0	95	19	77	0	16	0	27	4	4	6	11	215	59	66	0	2	24	10	2	2	4	16	64	7	2	3	11	2	21	13	58	39	7	8	73	16	11	17	23	13	28	2	43	10	34	45	7	24	32	4	0	28	14	12	4	10	24	24	2	40	27	4	17	0	2	3	9	0	0	21	2	4	2	1	8	87	155	14	23	10	3	145	6	0	42	99	227	0	77	509	16
Dorea	genus	9	35	66	12	1352	1033	31	17	59	217	119	25	10	62	41	83	20	0	50	0	0	251	23	56	147	198	0	95	21	0	2	33	13	58	37	22	60	21	6	14	4	5	0	30	11	47	2	8	22	202	173	5	23	409	450	19	104	16	0	44	46	0	0	3	24	12	204	24	75	13	330	25	9	20	10	365	53	64	0	13	19	41	7	4	3	165	19	39	5	6	16	15	27	59	138	155	19	18	38	13	10	96	7	25	4	6	21	35	101	148	14	23	306	4	16	24	12	5	19	2	82	46	10	118	2	6	35	5	25	0	8	2	2	30	0	0	16	14	103	57	125	28	27	22	16	405	2	0	82	51	518	7	274	16	233
Hespellia	genus	1	0	3	3	21	59	0	0	0	2	0	0	0	2	0	5	0	2	2	0	0	8	3	2	7	17	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	4	6	0	4	0	0	4	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2
Howardella	genus	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnoanaerobaculum	genus	47	97	153	9	272	356	4	4	8	196	22	12	8	38	10	332	64	0	4	40	2	47	0	19	110	7	0	35	24	2	0	10	3	2	286	188	268	2	0	2	90	40	0	0	5	79	3	13	57	110	78	1	1	179	55	13	42	4	0	4	7	0	0	0	14	4	107	0	130	15	11	0	30	0	6	691	309	144	1	23	2	17	0	2	4	103	150	2	0	5	28	2	1	13	85	59	37	20	38	15	4	29	5	4	12	7	8	10	26	61	30	0	12	3	3	17	11	5	4	0	9	14	2	20	11	0	0	1	2	4	9	1	0	0	0	0	7	2	8	69	30	2	0	2	2	19	0	0	8	0	10	0	31	61	17
Lachnobacterium	genus	1	7	12	0	45	111	0	0	4	34	5	8	2	41	2	104	5	0	1	80	3	6	2	3	3	3	0	57	19	0	0	8	24	55	87	12	107	0	2	0	33	35	0	1	14	233	7	2	0	0	7	0	3	79	49	4	15	12	0	4	6	0	0	0	10	6	2	0	4	0	11	0	0	0	2	6	0	20	0	4	0	0	0	0	0	14	5	6	2	123	1	10	0	25	12	9	3	2	19	6	4	20	0	16	2	16	8	1	27	33	5	0	23	0	0	0	0	8	0	0	64	14	0	76	3	3	0	2	3	3	4	0	0	0	0	0	2	0	6	2	5	1	2	5	5	5	0	0	19	0	0	0	50	3	5
Lachnospiracea_incertae_sedis	genus	54	3763	6113	101	88	119	8	14	119	901	470	435	172	1718	18	73	10	0	295	44	0	48	6	1631	4058	6467	14	223	157	2	10	17	7	155	2217	791	1969	15	32	13	285	180	0	56	6	132	9	15	16	253	54	10	13	1025	940	149	170	22	6	22	6	0	8	5	112	34	130	60	5	3	12	0	3	0	6	228	21	309	0	43	6	12	0	1	0	6	48	106	102	37	171	15	16	58	297	119	51	37	86	17	6	131	23	12	37	2	38	172	166	90	47	11	324	13	23	109	16	77	68	6	107	75	32	251	60	16	16	17	265	215	122	4	4	12	0	0	38	9	53	221	300	14	19	32	158	287	0	2	109	32	130	6	198	76	11
Lactonifactor	genus	2	9	31	4	50	71	6	4	4	80	35	0	0	61	0	28	8	0	3	0	0	17	4	4	35	11	0	23	18	0	2	23	4	4	29	20	40	6	2	0	23	13	0	5	4	30	2	24	2	20	23	1	5	34	26	2	20	36	18	2	0	1	0	2	28	3	44	3	7	3	3	0	3	0	0	35	9	27	0	19	8	12	0	0	0	14	4	0	13	6	6	19	10	2	6	2	2	0	9	4	2	11	9	0	1	7	6	40	12	20	1	8	8	0	3	2	6	2	6	0	22	20	0	12	3	0	0	4	4	1	0	0	0	0	0	0	0	0	6	26	41	0	4	3	2	6	0	0	8	0	120	0	9	41	112
Marvinbryantia	genus	21	107	223	11	184	142	11	15	179	1012	1519	69	131	1221	14	164	44	7	34	16	0	373	15	79	411	198	7	262	221	14	7	8	4	1106	2225	1953	3066	343	13	11	1029	508	2	11	4	204	9	19	5	61	31	1	10	786	455	152	306	40	4	30	4	0	0	15	228	62	225	7	24	13	12	5	13	2	3	295	49	192	2	22	4	10	2	2	1	45	48	20	25	35	31	56	40	62	317	273	96	74	12	23	16	87	13	86	64	23	269	22	477	529	29	7	566	12	21	43	23	42	40	4	672	62	19	517	48	9	12	3	38	19	9	2	2	0	0	0	24	10	30	573	1084	709	253	11	16	1598	7	0	54	15	89	5	165	198	14
Moryella	genus	2	6	2	0	12	6	0	0	0	5	0	0	0	8	0	19	2	0	0	0	0	24	1	0	40	16	0	5	5	0	0	2	0	4	6	8	9	0	0	0	8	3	0	2	0	8	1	0	1	4	2	0	0	9	2	0	4	2	0	0	0	0	0	0	10	4	6	0	5	0	0	0	3	0	0	39	17	4	0	0	0	0	1	0	1	6	0	0	0	0	2	0	0	2	2	7	0	0	0	0	3	2	0	2	0	2	2	0	5	16	0	0	0	0	0	0	0	0	0	0	2	2	0	4	2	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	2	3	0	0	2	0	0	2	0	10	0
Oribacterium	genus	0	0	2	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	4	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Parasporobacterium	genus	0	2	0	0	0	0	0	0	0	5	0	7	0	10	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	2	0	30	14	32	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	2	0	2	2	0	0	2	0	0	0	2	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
Pseudobutyrivibrio	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Robinsoniella	genus	2	236	191	24	25	19	5	2	9	67	19	14	23	92	4	59	8	0	19	4	0	34	7	48	1690	182	2	39	22	0	0	12	1	47	93	35	112	2	21	10	620	319	4	2	1	51	0	12	4	38	31	2	2	122	47	23	36	43	13	4	4	0	0	9	396	62	138	2	21	16	5	0	4	0	3	151	25	110	2	12	5	13	2	0	0	6	28	6	11	2	16	0	34	8	31	14	4	3	23	6	11	15	21	2	15	2	97	24	39	34	19	12	15	8	8	8	8	0	10	2	18	22	0	40	135	0	19	0	28	4	5	0	0	2	0	0	0	0	11	29	34	0	6	6	9	108	0	0	13	6	72	0	78	207	27
Roseburia	genus	0	234	397	5	422	399	24	2	29	352	119	19	76	527	10	158	38	0	30	45	0	19	0	38	188	8	0	57	71	0	0	46	2	362	452	116	500	12	11	2	96	31	0	7	0	105	5	46	5	28	4	6	22	130	110	16	136	18	0	39	34	0	5	0	33	29	7	34	9	0	28	1	0	2	0	13	0	82	0	24	7	1	0	0	10	38	2	31	18	63	53	14	88	8	86	35	24	17	78	12	2	48	17	2	23	20	14	29	7	14	15	16	41	12	5	94	13	72	39	35	21	47	18	34	13	7	11	2	10	45	29	3	0	18	4	1	15	0	54	125	118	13	13	6	40	112	0	0	53	7	30	2	95	328	0
Ruminococcus2	genus	141	1336	2471	5182	3780	2723	323	15	77	567	529	162	475	1116	743	2015	482	81	1625	1384	24	2133	469	1487	2633	6302	45	1118	102	13	17	1591	178	425	436	134	460	446	22	43	128	111	1	44	161	2155	237	556	489	2466	650	83	42	353	470	75	155	1643	453	1100	213	20	87	99	5951	1612	3554	82	1524	4926	560	57	439	98	144	6034	1896	483	5	40	662	657	9	15	232	1206	2816	29	81	182	37	52	183	82	155	98	130	41	120	33	41	143	38	66	23	98	4265	144	236	244	36	118	428	11	16	198	55	45	87	18	931	153	30	1275	862	4	2460	4	138	89	101	174	35	211	17	2	30	11	39	134	267	217	86	84	95	502	25	0	1344	608	7279	78	677	5755	2761
Shuttleworthia	genus	0	1	12	0	8	10	5	0	2	2	2	0	0	10	0	31	4	0	4	2	2	80	0	0	13	2	0	1	4	0	0	2	0	1	2	4	0	0	0	0	2	0	0	0	0	10	0	0	0	0	4	0	1	2	0	0	1	4	0	0	2	0	0	0	4	0	11	0	4	0	0	0	0	0	0	69	0	4	0	2	2	0	0	0	0	2	0	0	0	0	3	0	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	1	0	2	0	5	0	0
Sporobacterium	genus	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
Syntrophococcus	genus	289	23	87	26	116	85	11	10	123	275	87	7	38	114	11	177	30	0	52	53	6	347	67	145	81	63	0	195	67	0	4	10	82	146	345	112	484	2	5	11	168	116	0	33	14	118	4	153	16	32	36	0	23	485	319	84	46	250	52	28	92	17	10	8	113	39	72	9	20	90	26	9	91	17	27	777	294	300	2	4	11	40	1	27	7	190	11	33	13	13	11	5	100	23	193	198	39	29	25	3	22	5	9	4	4	16	49	15	79	107	23	5	105	3	6	12	5	10	15	2	24	61	8	227	9	16	10	0	0	10	24	2	0	1	0	0	6	6	30	360	298	4	4	12	14	376	0	0	174	2	52	12	125	192	589
Peptococcaceae 1	family	0	20	13	0	8	6	0	0	0	6	0	0	0	5	2	22	3	0	0	4	0	3	0	4	9	10	0	0	1	0	0	0	0	0	4	2	2	0	0	0	6	0	0	0	0	2	0	0	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
Desulfonispora	genus	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	6	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptococcus	genus	0	0	0	0	0	0	0	2	0	0	0	1	0	0	30	1	2	0	0	0	24	4	2	0	0	0	0	3	0	0	0	4	0	0	0	0	1	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	2	2	1	0	12	0	0	39	5	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	6	0	0	7	0	0	8	0	2	2	0	21	0	0	3	6	0	0	0	0	4	0	0	4	0	0	1	3	13	0	0	0	0	0	0	0	0	0	0	0	6	5	3	4	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	2	0	0	0	0	0	5	0	0
Peptostreptococcaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	40	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium XI	genus	1	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	307	4	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	4	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	6	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Peptostreptococcaceae_incertae_sedis	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporacetigenium	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcaceae	family	449	951	1377	168	7948	2334	752	1513	932	4609	3402	3428	359	1933	10161	2291	780	12	366	670	3343	4363	1757	1478	1124	1182	6	3506	757	22	19	366	372	705	1757	1180	2346	44	1171	891	1410	663	7	810	2171	1659	114	880	752	1825	458	38	854	2177	1914	79	3535	1651	413	3487	918	61	165	1236	610	147	1292	570	2130	1128	8781	425	402	421	991	3628	971	1534	3	746	2092	228	148	509	357	1738	138	2111	2667	1903	1534	2537	718	784	837	1256	215	100	2955	347	588	2315	793	3390	267	492	1164	2486	5780	3306	813	1763	2887	530	533	3275	971	702	722	626	5058	1292	581	3057	71	57	237	611	3135	5021	3922	471	46	639	42	88	184	98	1107	573	1268	38	276	529	4646	2743	5	0	1499	298	845	63	3377	1273	928
Acetanaerobacterium	genus	0	0	10	0	2	3	0	0	1	30	8	0	2	2	0	3	0	0	2	0	2	3	0	0	2	2	0	9	4	0	0	0	0	2	2	1	12	0	0	0	5	1	0	0	0	6	0	0	0	0	5	0	0	4	2	0	2	0	2	4	0	0	0	0	0	0	10	0	10	1	2	0	0	0	2	2	2	20	0	0	0	0	2	0	0	0	2	0	1	0	0	1	4	4	2	11	0	3	0	0	0	2	0	4	5	5	0	2	9	13	0	0	5	0	0	4	1	0	2	0	12	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	3	0	0	0	4	4	6
Acetivibrio	genus	0	0	0	0	0	0	0	2	0	20	45	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	4	5	2	0	5	2	0	0	0	6	0	0	0	0	0	0	0	0	3	1	0	0	10	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	4	4	2	0	3	0	0	2	20	0	2	4	4	2	0	8	0	0	7	7	6	1	22	0	2	0	4	0	2	0	26	5	0	7	0	0	0	0	0	6	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0
Anaerotruncus	genus	39	158	217	20	219	158	17	6	82	446	138	24	32	123	16	136	40	0	67	224	11	294	32	72	280	194	3	433	62	0	1	16	39	89	306	54	300	0	13	8	392	165	0	7	100	227	5	29	13	238	27	4	14	238	193	12	40	58	33	39	17	0	6	8	207	42	98	11	207	122	111	9	25	10	42	750	365	370	0	7	68	8	17	10	10	49	38	5	21	35	20	19	129	30	120	277	32	14	19	6	21	29	6	90	11	28	321	2	155	225	18	17	248	2	9	24	5	17	16	2	337	54	4	137	69	11	3	3	3	24	19	2	2	8	2	6	7	0	17	86	89	3	53	25	15	181	2	0	37	3	18	4	145	72	29
